Date,Name,Transaction,Event,Units
31-12-2020,SAIL.BO,Close,Sell,1260675
11-01-2021,TATAMOTORS.NS,Open,Buy,443948
11-01-2021,TATAMOTORS.NS,Close,Sell,443948
12-01-2021,JSWENERGY.BO,Open,Buy,1379678
12-01-2021,JSWENERGY.BO,Close,Sell,1379678
15-01-2021,TATAMOTORS.NS,Open,Buy,398536
15-01-2021,TATAMOTORS.NS,Close,Sell,398536
20-01-2021,TATAMOTORS.NS,Open,Buy,379046
20-01-2021,TATAMOTORS.NS,Close,Sell,379046
01-02-2021,SBIN.NS,Open,Buy,347211
01-02-2021,SBIN.NS,Close,Sell,347211
02-02-2021,TATAMOTORS.NS,Open,Buy,349061
02-02-2021,TATAMOTORS.NS,Close,Sell,349061
02-02-2021,TATAMOTORS.NS,Close,Buy,331608
03-02-2021,TATAMOTORS.NS,Open,Sell,331608
03-02-2021,JSWENERGY.BO,Close,Buy,1491383
04-02-2021,JSWENERGY.BO,Open,Sell,1491383
04-02-2021,SBIN.NS,Open,Buy,334713
04-02-2021,SBIN.NS,Close,Sell,334713
04-02-2021,SBIN.NS,Close,Buy,317978
05-02-2021,SBIN.NS,Open,Sell,317978
08-02-2021,TATAMOTORS.NS,Open,Buy,366759
08-02-2021,TATAMOTORS.NS,Close,Sell,366759
11-02-2021,JSWENERGY.BO,Open,Buy,1592548
11-02-2021,JSWENERGY.BO,Close,Sell,1592548
18-02-2021,GSPL.NS,Open,Buy,486385
18-02-2021,GSPL.NS,Close,Sell,486385
26-02-2021,SAIL.BO,Open,Buy,1656667
26-02-2021,SAIL.BO,Close,Sell,1656667
02-03-2021,JSWENERGY.BO,Open,Buy,1577959
02-03-2021,JSWENERGY.BO,Close,Sell,1577959
04-03-2021,GSPL.NS,Open,Buy,470977
04-03-2021,GSPL.NS,Close,Sell,470977
08-03-2021,JSWENERGY.BO,Open,Buy,1606986
08-03-2021,JSWENERGY.BO,Close,Sell,1606986
19-03-2021,NTPC.NS,Open,Buy,1299170
19-03-2021,NTPC.NS,Close,Sell,1299170
30-03-2021,YESBANK.NS,Open,Buy,9463745
30-03-2021,YESBANK.NS,Close,Sell,9463745
01-04-2021,JSWSTEEL.NS,Open,Buy,311435
01-04-2021,JSWSTEEL.NS,Close,Sell,311435
08-04-2021,JSWSTEEL.NS,Open,Buy,263148
08-04-2021,JSWSTEEL.NS,Close,Sell,263148
09-04-2021,JSWENERGY.BO,Open,Buy,1707667
09-04-2021,JSWENERGY.BO,Close,Sell,1707667
13-04-2021,SAIL.BO,Open,Buy,1911432
13-04-2021,SAIL.BO,Close,Sell,1911432
19-04-2021,JSWENERGY.BO,Open,Buy,1733669
19-04-2021,JSWENERGY.BO,Close,Sell,1733669
22-04-2021,SAIL.BO,Open,Buy,1865653
22-04-2021,SAIL.BO,Close,Sell,1865653
26-04-2021,SAIL.BO,Open,Buy,1756487
26-04-2021,SAIL.BO,Close,Sell,1756487
29-04-2021,JSWSTEEL.NS,Open,Buy,249554
29-04-2021,JSWSTEEL.NS,Close,Sell,249554
30-04-2021,SAIL.BO,Open,Buy,1548887
30-04-2021,SAIL.BO,Close,Sell,1548887
03-05-2021,YESBANK.NS,Open,Buy,13678124
03-05-2021,YESBANK.NS,Close,Sell,13678124
05-05-2021,JSWENERGY.BO,Open,Buy,1615560
05-05-2021,JSWENERGY.BO,Close,Sell,1615560
07-05-2021,SAIL.BO,Open,Buy,1336908
07-05-2021,SAIL.BO,Close,Sell,1336908
28-05-2021,RELIANCE.NS,Open,Buy,92063
28-05-2021,RELIANCE.NS,Close,Sell,92063
01-06-2021,JSWENERGY.BO,Open,Buy,1540892
01-06-2021,JSWENERGY.BO,Close,Sell,1540892
04-06-2021,GSPL.NS,Open,Buy,634502
04-06-2021,GSPL.NS,Close,Sell,634502
07-06-2021,YESBANK.NS,Open,Buy,13409073
07-06-2021,YESBANK.NS,Close,Sell,13409073
08-06-2021,LAURUSLABS.NS,Open,Buy,333419
08-06-2021,LAURUSLABS.NS,Close,Sell,333419
16-06-2021,JSWENERGY.BO,Open,Buy,1237321
16-06-2021,JSWENERGY.BO,Close,Sell,1237321
29-06-2021,JSWENERGY.BO,Open,Buy,1282314
29-06-2021,JSWENERGY.BO,Close,Sell,1282314
15-07-2021,JSWENERGY.BO,Open,Buy,1136635
15-07-2021,JSWENERGY.BO,Close,Sell,1136635
22-07-2021,JSWENERGY.BO,Open,Buy,999308
22-07-2021,JSWENERGY.BO,Close,Sell,999308
23-07-2021,JSWENERGY.BO,Open,Buy,933656
23-07-2021,JSWENERGY.BO,Close,Sell,933656
23-07-2021,YESBANK.NS,Close,Buy,16376732
26-07-2021,YESBANK.NS,Open,Sell,16376732
28-07-2021,BHARTIARTL.NS,Open,Buy,397959
28-07-2021,BHARTIARTL.NS,Close,Sell,397959
30-07-2021,LAURUSLABS.NS,Open,Buy,357834
30-07-2021,LAURUSLABS.NS,Close,Sell,357834
12-08-2021,JSWENERGY.BO,Open,Buy,968570
12-08-2021,JSWENERGY.BO,Close,Sell,968570
24-08-2021,LAURUSLABS.NS,Open,Buy,345666
24-08-2021,LAURUSLABS.NS,Close,Sell,345666
25-08-2021,JSWENERGY.BO,Open,Buy,1042492
25-08-2021,JSWENERGY.BO,Close,Sell,1042492
31-08-2021,BHARTIARTL.NS,Open,Buy,358702
31-08-2021,BHARTIARTL.NS,Close,Sell,358702
14-09-2021,YESBANK.NS,Open,Buy,20386199
14-09-2021,YESBANK.NS,Close,Sell,20386199
15-09-2021,NTPC.NS,Open,Buy,2078601
15-09-2021,NTPC.NS,Close,Sell,2078601
16-09-2021,YESBANK.NS,Open,Buy,18938547
16-09-2021,YESBANK.NS,Close,Sell,18938547
21-09-2021,JSWSTEEL.NS,Open,Buy,417649
21-09-2021,JSWSTEEL.NS,Close,Sell,417649
28-09-2021,JSWENERGY.BO,Open,Buy,762913
28-09-2021,JSWENERGY.BO,Close,Sell,762913
29-09-2021,NTPC.NS,Open,Buy,2023999
29-09-2021,NTPC.NS,Close,Sell,2023999
07-10-2021,TATAMOTORS.NS,Open,Buy,792851
07-10-2021,TATAMOTORS.NS,Close,Sell,792851
11-10-2021,TATAMOTORS.NS,Open,Buy,726856
11-10-2021,TATAMOTORS.NS,Close,Sell,726856
12-10-2021,TATAMOTORS.NS,Close,Buy,682146
13-10-2021,TATAMOTORS.NS,Open,Sell,682146
13-10-2021,TATAMOTORS.NS,Open,Buy,648038
13-10-2021,TATAMOTORS.NS,Close,Sell,648038
29-10-2021,SAIL.BO,Close,Buy,2713620
01-11-2021,SAIL.BO,Open,Sell,2713620
01-11-2021,GSPL.NS,Open,Buy,1043864
01-11-2021,GSPL.NS,Close,Sell,1043864
15-11-2021,LAURUSLABS.NS,Open,Buy,708508
15-11-2021,LAURUSLABS.NS,Close,Sell,708508
23-11-2021,JSWENERGY.BO,Open,Buy,1167906
23-11-2021,JSWENERGY.BO,Close,Sell,1167906
25-11-2021,LAURUSLABS.NS,Open,Buy,677778
25-11-2021,LAURUSLABS.NS,Close,Sell,677778
02-12-2021,JSWENERGY.BO,Open,Buy,1148376
02-12-2021,JSWENERGY.BO,Close,Sell,1148376
10-12-2021,SAIL.BO,Close,Buy,3082381
13-12-2021,SAIL.BO,Open,Sell,3082381
